body_part;exercise_name;preparation;execution
Shoulders;Cable Rear Delt Row (stirrups);On dual pulley seated row machine, sit slightly forward on seat or bench in order to grasp both cable attachments. Place feet on vertical platform. Position torso upright and slide hips back until knees are only slightly bent and cable taut. Point elbows outward.;Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.
Shoulders;Cable Seated Rear Delt Row (stirrups);Sit on seat facing twin pulley cables positioned shoulder height. Grasp stirrup cable attachment in each hand. Straighten lower back upright so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.;Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.
Shoulders;Cable Standing Rear Delt Row (stirrups);Stand facing twin pulley cables positioned shoulder height. Grasp stirrup cable attachment in each hand. Step back with one foot so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.;Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.
Shoulders;Cable Rear Lateral Raise;Stand with cable columns to each side. Grasp left stirrup with right hand and right stirrup with left hand. Bend knees and bend over at hips, so torso is approximately horizontal with back straight. Point elbows outward with arms slightly bent.;Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and slight bend in elbows as arms are raised to sides. Lower and repeat.
Shoulders;Cable One Arm Rear Lateral Raise;Stand with side to low pulley. Grasp stirrup attachment with hand furthest from pulley. Bend knees slightly and bend over with resting arm to side of low pulley.;Raise arm to side until elbow is shoulder height. Maintain upper arm perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat. Repeat with other arm.
Shoulders;Cable Seated Rear Lateral Raise;Sit at edge of bench with feet of floor ahead of knees. Rest torso on thighs. Reach under legs and grasp stirrup cable attachments, right hand holding left stirrup, left hand holding right stirrup.;Pull stirrups out to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Lower until arms contact sides of legs. Repeat.
Shoulders;Cable Standing Cross Row;Stand between two shoulder-high cable pulleys (adjustable cross-over machine). Grasp right stirrup with left hand and left stirrup with right hand. Step back until cables are angled back 30° to 45°. Position both elbows at height of shoulders, one over other.;Pull both cable attachments by moving elbows back to sides. Keep upper arms horizontal, perpendicular to trunk. Return and repeat.
Shoulders;Cable One Arm Standing Cross Row;Facing shoulder height cable pulley, grasp stirrup cable attachment with one hand, palm orientated down. Step back and turn body inward about 30° to 45° to face extended arm about. Stand back just enough to allow arm to be fully extended with weight raised up slightly.;Pull stirrup back with elbow up at shoulder height until elbow travels just behind shoulder. Keep upper arm horizontal, perpendicular to trunk. Return until arm is fully extended. Repeat.
Shoulders;Dumbbell Lying Rear Delt Row;Lie chest down on elevated bench. Grasp dumbbells below.;Keeping upper arm perpendicular to torso and dumbbells just below elbows, pull dumbbells up until elbows are just above shoulders. Return and repeat.
Shoulders;Dumbbell Lying Rear Lateral Raise;Lie chest down on elevated bench. Grasp dumbbells below to each side.;Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising "pinkie" side up. Lower and repeat.
Shoulders;Dumbbell Lying One Arm Rear Lateral Raise;With dumbbell in one hand, lie chest down on elevated bench. Position palm forward (thumb up) with elbow straight or slightly bent.;Raise upper arm to side until elbow is shoulder height. Maintain upper arms perpendicular to torso with elbow straight throughout exercise. Maintain palm forward position. Lower and repeat.
Shoulders;Dumbbell Rear Lateral Raise;Grasp dumbbells to each side. Bend knees and bend over through hips with back flat, close to horizontal. Position elbows with slight bend and palms facing together.;Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising "pinkie finger" side up. Lower and repeat.
Shoulders;Dumbbell Rear Delt Row;Kneel over side of bench with arm and leg to side. Grasp dumbbell.;Pull dumbbell up out to side with upper arm perpendicular to trunk until upper arm is just beyond horizontal. Lower and repeat.
Shoulders;Dumbbell Seated Rear Lateral Raise;Sit on edge of bench with feet placed beyond knees. Bend over and rest torso on thighs. Grasp dumbbells with each hand under legs. Position elbows with slight bend with palms facing together behind ankles (as shown) or just to sides of ankles.;Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain elbows height above wrists by raising "pinkie finger" side up. Lower and repeat.
Shoulders;Lever Incline Rear Delt Row (plate loaded);Lie chest low on inclined platform and grasp forward lever handles with wide overhand grip.;Pull lever with elbows forward out to sides until upper arms are just beyond parallel, keeping upper arm perpendicular to torso. Return and repeat.
Shoulders;Lever Lying Rear Lateral Raise (plate loaded);Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.;Pull arms up until elbows are beyond back. Return and repeat.
Shoulders;Lever Rear Delt Raise (plate loaded);Stand between lever handles facing away from machine. Squat down and grasp lever handles to each side. Stand up with arms straight to sides.;Pull lever up as far as possible allowing elbows to travel up behind body to each side. Lower until arms are straight and repeat.
Shoulders;Lever Seated Rear Delt Row (plate loaded);Place seat at low position. Sit on seat with chest against pad and grasp upper handles.;Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.
Shoulders;Lever Seated Rear Delt Row (plate loaded);Place seat at low position. Sit on seat with chest against pad and grasp upper handles.;Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.
Shoulders;Lever Seated Rear Lateral Raise (plate loaded);Sit on seat with feet placed on platform ahead of knees. Rest torso on thighs. Reach under legs and grasp lever handles on each side.;Pull lever handles out to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat.
Shoulders;Lever T-Bar Rear Delt Row (plate loaded);Straddle lever bar facing handles. Bend knees slightly and bend over handles with back straight. Grasp wide grip handles with overhand grip. With arms extended, position torso just high enough to allow weight to make contact with floor.;With elbows out to sides, pull bar up toward upper chest until elbows are same height as shoulders or just beyond, keeping upper arm perpendicular to torso. Return and repeat.
Shoulders;Lever Lying Rear Lateral Raise;Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.;Pull arms up until elbows are beyond back. Lower and repeat.
Shoulders;Lever Rear Lateral Raise (on lateral raise machine);Stand on platform facing lateral raise machine. Bend knees and bend over at hips with back flat close to horizontal. With elbows bent under shoulders, position back of upper arms against arm pads.;Maintaining torso position, raise upper arms to sides until elbows are shoulder height. Lower and repeat.
Shoulders;Lever Rear Lateral Raise (on extended arm kneeling lateral raise machine);Stand on platform facing lateral raise machine. Bend knees and bend over at hips with back flat close to horizontal. With arms straight or slightly bent, grasp lever handles with each hand.;Maintaining torso position, raise handles to sides until upper arm is shoulder height. Lower and repeat.
Shoulders;Lever Seated Rear Delt Row;Place seat at low position. Sit on seat with chest against pad and grasp upper handles.;Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.
Shoulders;Lever Seated Reverse Fly (parallel grip);Sit on machine with chest against pad. Grasp parallel handles with thumbs up at shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are also at height of shoulders.;Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.
Shoulders;Lever Seated Reverse Fly (gripless);Sit on machine with back against vertical pad and roller pads in front of body. Place feet forward on foot bars. Cross both arms in front of body situated between roller pads. Position arms one on top of another, shoulder height.;Pull arms apart and back until elbows are slightly beyond back. Return to starting position and repeat.
Shoulders;Lever Seated Reverse Fly (on pec deck);Sit on machine with chest against vertical pad. Position arms against padded lever arms at height of shoulders.;Pull arms back until elbows are beyond back. Return and repeat.
Shoulders;Lever Seated Reverse Fly (overhand grip);Sit on machine with chest against pad. Grasp horizontal handles with overhand grip at shoulder height. Internally rotate shoulders so elbows are also at height of shoulders.;Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back Return and repeat.
Shoulders;Lever Seated Reverse Fly (pronated parallel grip);Sit in machine with chest against pad. Grasp parallel handles from inside with thumbs down at shoulder height.;Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.
Shoulders;Smith Rear Delt Row;Stand near low smith bar. Bend knees and bend over bar with back straight. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.;Keeping upper arm perpendicular to torso, pull bar up toward upper chest until upper arms are just beyond parallel to floor. Return and repeat.
Shoulders;Rear Delt Inverted Row;Stand facing waist to lower chest height horizontal bar. Grasp bar with wide overhand grip. Turn elbows outward to sides. Walk forward under bar while pulling upper chest close to bar. With heels on floor, position body at angle under bar with legs, hips and spine straight. Position forearms perpendicular to body, orientated forward. Also, position upper arms perpendicular to body, orientated to each side.;Lower body downward until arms are extended straight while keeping body straight and elbows high (upper arm perpendicular to torso). Pull body toward bar until upper arms are just beyond parallel to one another. Return and repeat.
Shoulders;Rear Delt Inverted Row (high bar);Stand facing lower to upper chest height horizontal bar. Step toward bar so chest makes contact. Grasp bar with wide overhand grip. Turn elbows outward to sides. Position feet forward on floor so body is reclined back with legs, hips and spine straight. Position forearms perpendicular to body, orientated forward. Also, position upper arms perpendicular to body, orientated to each side.;Lower body back until arms are extended straight while keeping body straight and elbows high (upper arm perpendicular to torso). Pull body toward bar until upper arms are just beyond parallel to one another. Return and repeat.
Shoulders;Rear Delt Inverted Row (on hips);Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip. Turn elbows outward to sides.;undefined
Shoulders;Suspended Rear Delt Row;Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles.
Shoulders;Suspended Reverse Fly;Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards with arms straight or slightly bent. Shoulder should be positioned approximately 90° relative to torso position.;Pull handles out to sides while keeping stiff elbow position and maintaining shoulder at 90° plane to torso throughout exercise. Raise up until upper arms are in-line to one another. Return to original position in same plane and repeat.
Shoulders;Fixed Bar Rear Deltoid Stretch;Face stationary bar. Grasp stationary bar with one hand approximately face height. Rotate body so upper arm is positioned across neck.;Turn body into upper arm. Hold stretch. Repeat with opposite arm.
Shoulders;Rear Deltoid Stretch;Position arm across neck. Place opposite hand on elbow.;Push elbow toward neck. Hold stretch. Repeat with opposite arm.
Shoulders;Cable Front Lateral Raise;Grasp dumbbell cable attachment. Stand facing side with resting arm toward low pulley. Grasp ballet bar if available for support. Internally rotate shoulders so elbows point out to sides.;With elbow straight or slightly bent, raise upper arm away from low pulley to side, slightly to front (30°) until upper arm is shoulder height. Lower and repeat. Continue with opposite arm.
Shoulders;Cable Seated Front Lateral Raise;Sit on seat above twin cable pulleys. Grasp stirrups on each side. Sit upright with arms nearly straight down to each side. Internally rotate shoulders so elbows point out to sides.;With elbows straight or slightly bent, raise upper arm away from low pulley to side, slightly to front (30° to 45°) until upper arm is shoulder height or slightly higher. Lower and repeat.
Shoulders;Dumbbell Front Lateral Raise;Grasp dumbbell and position in front of thigh with arm straight. Turn pinkie finger side outward.;Raise arms to side, slightly to front until shoulder height or slightly higher. Lower and repeat. Continue with opposite arm.
Shoulders;Dumbbell Seated Front Lateral Raise;Sit on stool or end of bench with dumbbell. Position dumbbell down to side with arm straight. Turn pinkie finger side outward.;Raise arms to side, slightly in front until shoulder height or slightly higher. Lower and repeat. Continue with opposite arm.
Shoulders;Dumbbell Full Can Lateral Raise;Grasp dumbbells with each hand with palms facing forward.;Raise arms to side with thumb side up. Lower and repeat.
Shoulders;Dumbbell Lying Lateral Raise;Lie on side with legs separated for support. Grasp dumbbell in front of thigh.;Raise dumbbell from floor until arm is vertical. Maintain fixed elbow position (10° to 30° angle) throughout exercise. Lower and repeat.
Upper Arms;Machine-assisted Triceps Dip;Mount shoulder width dip bar, arms straight with shoulders above hands. Step down onto assistance lever. Keep hips and knees straight.;Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
Upper Arms;Machine-assisted Triceps Dip (kneeling);Mount shoulder width dip bar, arms straight with shoulders above hands. Kneel on padded platform, lowering it down slightly so hips are slightly bent.;Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
Upper Arms;Barbell Close Grip Bench Press;Lie on bench and grasp barbell from rack with shoulder width grip.;Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.
Upper Arms;Barbell Close Grip Incline Bench Press;Lie on bench with bar above chest. Grasp bar from rack with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push barbell up until arms are straight. Repeat.
Upper Arms;Barbell JM Bench Press;Lie on bench with back flat on bench and grasp barbell from rack with shoulder width or slightly narrower grip.;Lower in straight line toward neck while keeping elbows relatively high and bending them out to sides, approximately 45° from midline of body. Flex wrists slightly as bar is lowered as to keep weight of bar on base of palms. Pause when forearms mak e solid contact with biceps. Push barbell back up until arms are straight. Repeat.
Upper Arms;Barbell Lying Triceps Extension;Lie on bench with narrow overhand grip on barbell. Position barbell over forehead with arms extended.;Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to their former position until arms are fully extended. Repeat.
Upper Arms;Barbell Decline Triceps Extension;Lie on decline bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.;Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to its former position until arms are fully extended. Repeat.
Upper Arms;Barbell Incline Triceps Extension;Lie on slightly incline bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.;Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to their former position until arms are fully extended. Repeat.
Upper Arms;Barbell Lying Triceps Extension "Skull Crusher";Lie on bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.;Lower bar to forehead by bending elbows. Extend arms and repeat.
Upper Arms;Barbell Triceps Extension;Sit on utility weight bench with barbell. Position barbell overhead with narrow overhand grip.;Lower barbell behind upper shoulders by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise barbell overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.
Upper Arms;Cable Bent-over Triceps Extension;Grasp cable bar from medium high pulley with narrow or shoulder width overhand grip. Turn body away from pulley apparatus and position turned cable bar behind neck. Bend over downward with cable bar positioned behind neck, gripped at each side. Lunge forward with one leg. Allow elbows to be pulled back under cable resistance.;Extend forearms forward until elbows are straight. Allow cable bar to return back over neck. Repeat.
Upper Arms;Cable Bent-over Triceps Extension (with rope attachment);Grasp rope attachment from medium high pulley. Turn body away from pulley apparatus and position turned rope attachment behind neck. Bend over downward with rope attachment positioned behind neck gripped at each side. Lunge forward with one leg. Allow elbows to be pulled back under cable resistance.;Extend forearms forward until elbows are straight. Allow cable bar to return back over neck. Repeat.
Upper Arms;Cable Forward Triceps Extension;Grasp stirrup from medium high pulley. Turn body away from pulley apparatus and position stirrup over shoulder with palms down. Step forward with one foot so cable is taut. Position elbow forward about shoulder height.;Push stirrup forward by extending forearm until elbow is straight. Allow stirrup to return back over shoulder. Repeat and repeat. Continue with opposite arm.
Upper Arms;Cable Incline Triceps Extension;Grasp cable bar from behind with narrow overhand grip. Position elbows overhead.;Extend forearm overhead until elbows are straight. Lower until forearms are against upper arms. Repeat.
Upper Arms;Cable Kneeling Triceps Extension;Grasp cable bar from middle pulley with narrow or shoulder width overhand grip. Turn body away from pulley apparatus with cable bar above head. Kneel before bench, bend over and place elbows on edge of bench. Maintain upper arms parallel with shoulders as low as possible.;Extend forearms over head until elbow are fully extended. Return and repeat.
Upper Arms;Cable Lying Triceps Extension;Lie on bench and grasp bar with narrow overhand grip. With arms extended, position bar over forehead.;Lower bar by bending elbow. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arm. As bar clears head, reposition elbows to its former position until arm is fully extended. Repeat.
Upper Arms;Cable Decline Triceps Extension;Position legs under lower leg pad and lie back on bench. Grasp bar with narrow overhand grip. Position bar near forehead or top of head.;Extend elbows to raise bar attachment until arms are straight. As arms extended, position them vertically. Lower bar by bending elbows. As bar nears head, reposition elbows back just enough to allow bar to clear around curvature of head. Repeat.
Upper Arms;Cable Pushdown;Face high pulley and grasp cable attachment with narrow overhand grip. Position elbows to side.;Extend arms down. Return until forearm is close to upper arm. Repeat.
Upper Arms;Cable Bar Pushdown;Position adjustable pulleys slightly above head. Face cable bar and grasp with overhand narrow grip. Position elbows to side.;Extend arms down. Return until forearm is close to upper arm. Repeat.
Upper Arms;Cable Pushdown (forward leaning);Face high pulley and grasp revolving bar cable attachment with overhand grip. Position one leg back and bend forward leg with body leaning forward. Position revolving bar down in front of face with forearms nearing vertical.;Push cable bar downward by extending arms until elbows are straight. Return to front of face until forearms are nearly vertical and close to upper arm. Repeat.
Upper Arms;Cable Incline Pushdown;Lie on incline bench facing away from high pulley. Grasp cable attachment overhead with overhand narrow grip. Position elbow to sides, slightly up.;Extend arms with elbows stationary. Return until forearm is close to upper arm. Repeat.
Upper Arms;Cable One Arm Pushdown;Grasp dumbbell cable attachment with underhand grip. Position elbow to side.;Extend arm down. Return until forearm is close to upper arm. Repeat. Continue with opposite arm.
Upper Arms;Cable Pushdown (with back support);Place back against vertical back support. Grasp cable attachment from high pulley with narrow overhand grip. Position elbows to side.;Extend arms down. Return until forearm is close to upper arm. Repeat.
Upper Arms;Cable Pushdown (with rope attachment);Face high pulley and grasp rope attachment with clinched hands side by side (palms in). Position elbows to side.;Extend arms down. Turn palms down at bottom. Return until forearm is close to upper arm and hands are in original position. Repeat.
Upper Arms;Cable Pushdown (with V-bar);Face high pulley and grasp V-bar attachment with narrow overhand grip. Position elbows to side.;Extend arms down. Return until forearm is close to upper arm. Repeat.
Upper Arms;Cable Side Triceps Extension;Grasp stirrup from medium high pulley. Turn body so pulley is to side of free arm while lifting stirrup over head. Step forward, just slightly to allow stirrup to be placed behind head, just over shoulder. Place elbow just slightly higher than shoulder height and position palm down.;Push stirrup out to side by extending forearm until elbow is straight. Allow stirrup to return back over shoulder. Repeat and repeat. Continue with opposite arm.
Upper Arms;Cable Triceps Dip;Step between shoulder width dip bars with dip belt around waist. Kneel as close to low pulley and attach cable to dip belt. Stand up and mount dip bar, arms straight with shoulders above hands. Keep hips straight.;Lower body by bending arms until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
Upper Arms;Cable Triceps Extension;Stand or sit on bench or seat with back support just below shoulders. Position cable bar behind neck or shoulders with narrow overhand grip. Position elbows overhead.;Raise cable bar overhead by extending elbows until arms are positioned straight and vertical. Lower cable bar behind neck by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Repeat.
Upper Arms;Cable One Arm Triceps Extension (pronated grip);Grasp stirrup cable attachment from behind. Place hand with cable behind neck; palm toward neck and elbow positioned upward.;Extend arm upward. Return and repeat. Continue with opposite arm.
Upper Arms;Cable Triceps Extension (with rope);From low pulley cable, grasp ends of rope attachment just under enlarged ends. Raise one arm over head while turning body away from pulley. Face away from pulley with feet staggered. Position ends of ropes behind head or neck and elbows upward over head.;Raise ends of rope overhead by extending forearms until arms are straight. Lower rope attachment until forearms are against upper arms. Repeat.
Upper Arms;Dumbbell Kickback;Kneel over bench with arm supporting body. Grasp dumbbell. Position upper arm parallel to floor.;Extend arm until it is straight. Return and repeat. Continue with opposite arm.
Upper Arms;Dumbbell Lying Triceps Extension;Lie on bench and position dumbbells over head with arms extended.;Lower dumbbells by bending elbow until they are to sides of head. Extend arm. Repeat.
Upper Arms;Dumbbell Decline Triceps Extension;Lie on decline bench and position dumbbells over shoulders with arms extended.;Lower dumbbells by bending elbow until they are to sides of head; dumbbells touch shoulder. Extend arm. Repeat.
Upper Arms;Dumbbell Incline Triceps Extension;Lie supine on incline bench with back of head on upper corner of bench. Position dumbbells over head with arms extended.;Lower dumbbells by bending elbow until they are to sides of head. Extend arm and repeat.
Upper Arms;Dumbbell One Arm Triceps Extension;Sit on seat with back support just below shoulder height. Position dumbbell overhead with arm straight up or slightly back.;Lower dumbbell behind neck or shoulder while maintaining upper arm's vertical position throughout exercise. Extend arm until straight. Return and repeat. Continue with opposite arm.
Upper Arms;Dumbbell One Arm Triceps Extension (on bench);Position dumbbell behind neck with elbow positioned upward.;Extend arm until straight while maintaining upper arm's vertical position throughout exercise. Return until dumbbell is behind neck or shoulder and repeat. Continue with opposite arm.
Upper Arms;Dumbbell Triceps Extension;Position one dumbbell over head with both hands under inner plate (heart shaped grip).;With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.
Upper Arms;Lever Close Grip Bench Press (plate loaded);Lie on bench with lever handles above sides of chest. Grasp handles with narrow overhand grip just above each side of chest.;Press lever up until arms are extended. Return weights down to starting position. Repeat.
Upper Arms;Lever Barbell Close Grip Bench Press (plate loaded);Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.
Upper Arms;Lever Triceps Extension (plate loaded);Sit on seat. Place forearms on lever pad and back of upper arms, parallel on padding with elbows in line with lever's fulcrum.;Push lever down until arms are fully extended. Return and repeat.
Upper Arms;Lever Triceps Extension (no seat, plate loaded);Stand behind arm pad facing lever handles. Place one foot forward under arm pad and opposite foot back on foot bar. Grasp handles with narrow overhand grip. Squat down and position chest up against side of pad and back of upper arms on upper angled padded surface.;Push lever down until arms are fully extended. Return and repeat.
Upper Arms;Lever Triceps Dip (plate loaded);Sit upright on seat. If possible, place handles in narrow position. Grasp handles.;Push levers down with elbows pointing back. Allow lever bar to raise until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Incline Triceps Extension;Sit on seat and lie back on back support. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind head, place both feet on support or floor.;Push lever handles up over head until arms are fully extended. Return and repeat.
Upper Arms;Lever Overhead Triceps Extension;Sit on seat. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind neck, place both feet on support or floor.;Push lever handles up over head until arms are fully extended. Return and repeat.
Upper Arms;Lever Pushdown;Sit on seat and grasp handles by shoulders. Position elbows to sides.;Push lever down beyond hips until arm is fully extended. Return and repeat.
Upper Arms;Lever Seated Close Grip Press;Sit on seat with chest at height of handles. Grasp handles with shoulder width or slightly narrower overhand grip, just against sides of chest; elbows somewhat down to sides.;Press lever until arms are extended. Return weight until forearm is against upper arm. Repeat.
Upper Arms;Lever Close Grip Incline Bench Press;Lie on incline bench with parallel lever bars close to sides of chest. Grasp handles with shoulder width grip.;Press lever until arms are ext ended. Return weight until wrists are at side of chest. Repeat.
Upper Arms;Lever Triceps Dip;If possible, place handles in narrow position. Sit on seat with back against pad. Grasp handles and position elbows back.;Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Triceps Dip;If possible, place handles in narrow position. Sit on seat with legs under pads. Grasp handles and position elbows back.;Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Overhand Triceps Dip;Sit on seat with back against pad. Gra sp end of handles with overhand grip and position elbows back.;Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
Upper Arms;Lever Triceps Extension;Sit on seat. Grasp handles and place back of upper arms parallel on padding with elbows approximately in line with lever's fulcrum.;Push lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.
Upper Arms;Lever Triceps Extension;Sit on seat with arm pads apart to sides. Slide arm pads closer together to sides of the chest. Grasp handles and places back of upper arms on padding.;Push the lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.
Upper Arms;Lever Alternating Triceps Extension;Sit on seat. Grasp handles and place back of upper arms on padding.;Push one lever out and down until arm is fully extended. Return until forearm contacts upper arm. Repeat with opposite arm. Continue alternating movement between arms.
Upper Arms;Smith Close Grip Bench Press;Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push bar back up until arms are straight. Repeat.
Upper Arms;Smith Close Grip Incline Bench Press;Lie on incline bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.;Lower weight to chest with elbows close to body. Push bar back up until arms are straight. Repeat.
Upper Arms;Weighted Bench Dip;Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench. Straighten arms, slide rear end off of edge of bench and position heels on adjacent bench with legs straight. Have assistant place weight on lap near hips.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Weighted Close Grip Push-up;Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight. Partner can place weight plate(s) on back if needed.;Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Weighted Triceps Dip;Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mount shoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.;Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
Upper Arms;Bench Dip;Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench, straighten arms, slide rear end off of bench, and position heels on adjacent bench with legs straight.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Bench Dip (knees bent);Sit on side of bench. Place hands on edge of bench. Place feet on floor away from bench. Straighten arms, slide rear end off of edge of bench, and position feet on floor with knees bent.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Bench Dip (heels on floor);Sit on side of bench. Place hands on edge of bench. Position feet away from bench. Straighten arms, slide rear end off of edge of bench, and rest heels on floor with legs straight.;Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.
Upper Arms;Close Grip Push-up;Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.;Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Close Grip Push-up (on knees);Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.;Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Close Grip Push-up (on medicine ball);Kneel before medicine ball. Place hands on upper part of ball on each side. Balance upper body above ball with arms extended. Straighten body and place forefeet back, away from ball on floor shoulder width apart.;Keeping body straight, lower body by bending arms until chest touches ball. Push body up until arms are extended. Repeat.
Upper Arms;Close Grip Incline Push-up (on bar);Grasp horizontal bar (lower than chest height) with hands shoulder width or slightly narrower. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body.;Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.
Upper Arms;Suspended Triceps Extension (with rope);Grasp triceps rope hanging from secured bar (chest height or lower). Position forefeet on floor, back from bar with body straight. Elbows can be either be completely bent or straight during mount with upper arms somewhat perpendicular with body.;Keeping body straight, raise body up and back up until arms are extended. Lower body by bending elbows, allowing head to travel between ends of rope. Repeat.
